""	"PotGrowth"	"Variable_Size"	"Species"	"Model"	"sizeX0"	"sizeXb"	"alpha"	"beta"	"C"	"D"	"Cprim"	"gamma"	"theta"	"lambdaVec1"	"lambdaVec2"	"lambdaVec3"	"lambdaVec4"	"lambdaVec5"	"lambdaVec6"	"lambdaVec7"	"lambdaVec8"	"lambdaVec9"	"lambdaVec10"	"lambdaVec11"	"lambdaVec12"	"lambdaVec13"	"compX0"	"compXb"	"lambdaVec14"	"lambdaVec15"	"lambdaVec16"	"lambdaVec17"	"lambdaVec18"
"238"	48.435	"DIA"	"PIAB"	"Model.10a"	18.00207	0.5	1.029603	1.300404	NA	1.00085	10.7299	-0.1565301	NA	0.1243603	1	0.1497654	0.7398723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"239"	48.435	"DIA"	"PIAB"	"Model.10b"	18.30322	0.5	0.9180551	1.326631	NA	1	15.37135	-0.2479824	NA	0.1146944	0.9999975	0.1152966	0.8104087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"240"	50.18796	"DIA"	"PIAB"	"Model.10c"	0.5	19.6086	1.157237	1.347806	NA	NA	NA	NA	NA	0.111699	1	0.1304095	0.7999299	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	73.83465	NA	NA	NA	NA	NA
"241"	96.85462	"DIA"	"PIAB"	"Model.11a"	18.16986	0.5	0.5156041	4	NA	0.1265798	822.9884	-0.1047335	NA	0.04748311	0.9730703	0.997425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"242"	48.435	"DIA"	"PIAB"	"Model.11b"	25.57269	0.5001593	0.6912512	3.097412	NA	1.403661e-13	207.0681	0.2750492	NA	-0.152694	0.9617256	0.1760773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"243"	48.43674	"DIA"	"PIAB"	"Model.11c"	17.66146	0.6065892	0.5000011	2.606119	NA	NA	NA	NA	NA	0.1570508	0.8141879	0.9999896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2303844	61.46775	NA	NA	NA	NA	NA
"244"	48.97429	"DIA"	"PIAB"	"Model.12a"	1.174346	8.770517	1.418469	1.299008	NA	0.8016531	7.907804	0.1639103	0.1077469	0.9999634	0.936972	0.7578902	0.986813	0.06158973	0.02250336	0.1533753	0.0007971895	0.01915422	0.2223524	0.354986	NA	NA	NA	NA	NA	NA	NA	NA	NA
"245"	48.435	"DIA"	"PIAB"	"Model.12b"	4.10418	2.883741	0.5240628	0.5004157	NA	0.8800454	5.395424	0.554589	0.29908	0.8362179	0.3956338	0.9996839	0.9663696	0.06725988	-0.5662124	0.1510993	-0.9808202	0.2252928	0.4197393	0.4328495	NA	NA	NA	NA	NA	NA	NA	NA	NA
"246"	48.435	"DIA"	"PIAB"	"Model.12c"	10.28675	0.992927	1.074178	1.1784	NA	NA	NA	NA	NA	0.8874487	0.7313554	0.7355899	0.9999644	0.08536877	0.08173312	0.2746944	-0.1813232	-0.03939813	0.389472	0.5220072	NA	NA	0.002932725	64.03271	NA	NA	NA	NA	NA
"247"	48.435	"DIA"	"PIAB"	"Model.13a"	13.42179	0.5681107	0.5	1.056875	NA	0.6960548	107.1245	-0.5178577	1.075333	2.01617e-39	0.3442428	1	0.7534551	0.1606683	7.663249e-08	1.900286e-39	1.278799e-06	1.769122e-12	0.2466329	0.366759	NA	NA	NA	NA	NA	NA	NA	NA	NA
"248"	48.435	"DIA"	"PIAB"	"Model.13b"	6.703047	1.622957	0.5	0.500566	NA	0.7461494	7.260426	0.3748428	1.38983	0.9963266	0.7831332	1	1	0.190304	-0.7404318	0.5219985	-0.8300655	-0.09398774	0.9966538	0.5736736	NA	NA	NA	NA	NA	NA	NA	NA	NA
"249"	48.435	"DIA"	"PIAB"	"Model.13c"	20.75584	0.5	0.6283326	1.080837	NA	NA	NA	NA	NA	1	0.9126914	0.9990202	0.997258	0.1347397	-0.5730608	0.6165177	-0.7133196	0.1940577	1	0.9599947	NA	NA	0.001	48.89059	NA	NA	NA	NA	NA
"250"	48.435	"DIA"	"PIAB"	"Model.14a"	19.91525	0.5	1.305325	2.294938	NA	0.7517466	18.34765	-0.148241	0.1840726	0.5651563	0.8897124	0.9998575	0.9642149	0.06077415	0.001433597	0.1071736	3.642755e-05	1.437325e-07	0.2071692	0.4448978	NA	NA	NA	NA	NA	NA	NA	NA	NA
"251"	48.43887	"DIA"	"PIAB"	"Model.14b"	20.84021	0.5	1.618713	1.646303	NA	0.9157998	3.317489	0.1362148	0.3639704	0.5237338	0.5530625	0.4425295	0.9977707	0.06156677	9.878466e-14	9.150609e-07	0.004903634	3.573916e-06	0.3546087	0.3601493	NA	NA	NA	NA	NA	NA	NA	NA	NA
"252"	49.83236	"DIA"	"PIAB"	"Model.14c"	20.61265	0.5	0.704663	1.297954	NA	NA	NA	NA	NA	0.5441939	0.3424575	0.7355401	1	0.07732962	0.06393727	0.03821001	1.40902e-05	3.975138e-06	0.2391623	0.4052861	NA	NA	0.001	27.14717	NA	NA	NA	NA	NA
"253"	44.5875	"DIA"	"PIGL"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"254"	44.5875	"DIA"	"PIGL"	"Model.02a"	5.367185	2.738714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"255"	82.51388	"DIA"	"PIGL"	"Model.03a"	13.35174	0.5	0.5024897	2.583635	106.855	1.435733e-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"256"	82.82736	"DIA"	"PIGL"	"Model.04a"	13.88249	0.5	3.674172	0.8574604	NA	6.199951e-05	1000	0.03585002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"257"	78.08132	"DIA"	"PIGL"	"Model.05a"	0.5	19.50384	0.5	1.868683	NA	0.3130238	84.75494	0.4018177	0.2513264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"258"	51.55913	"DIA"	"PIGL"	"Model.06a"	19.45286	0.5	0.5	3.999658	NA	0.6739722	2.017678	0.642452	2.079479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"259"	44.5908	"DIA"	"PIGL"	"Model.07a"	18.41756	0.5	0.5008896	2.864521	NA	0.6445667	0.6225774	0.8269683	1.806181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"260"	50.05959	"DIA"	"PIGL"	"Model.08a"	0.5	15.75592	0.5	1.990604	NA	0.6179316	78.10626	0.06182745	NA	0.001813334	0.9999818	0.6843011	0.3226655	0.9999747	0.8896183	0.01270409	0.06712741	0.4026821	5.916472e-08	0.2580544	0.1901265	0.7483586	NA	NA	0.8699568	0.3740095	0.9666979	0.4361753	NA
"261"	71.41556	"DIA"	"PIGL"	"Model.08b"	16.31179	0.5	0.5	1.749279	NA	0.4330804	219.1028	0.04087306	NA	0.09437256	0.9995652	0.6624151	0.6728907	1	0.9999382	0.001851673	0.09543558	0.4986183	-0.08462362	0.2817082	0.3203694	0.9995708	NA	NA	0.9962425	0.3022534	0.9768292	0.7533212	NA
"262"	44.5875	"DIA"	"PIGL"	"Model.08c"	15.28981	0.5	0.5	1.462244	NA	NA	NA	NA	NA	0.06092383	0.9069384	0.9128768	0.7810802	0.9999933	1	0.1887613	0.1056545	0.7478152	-0.1683823	0.4107195	0.3227674	0.9995916	0.001	28.85565	1	0.2081807	0.9991562	0.5243693	NA
"263"	49.21721	"DIA"	"PIGL"	"Model.09a"	4.041758	2.335708	0.5000928	3.978977	NA	0.2265527	52.1915	0.7088495	NA	0.003487786	0.9217372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"264"	44.60264	"DIA"	"PIGL"	"Model.09b"	21.50396	0.5	3.33299	3.711667	NA	5.855641e-09	27.1216	1.450959	NA	-0.04669583	0.9998014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"265"	44.58767	"DIA"	"PIGL"	"Model.09c"	9.131921	0.7948755	0.5	1.134546	NA	NA	NA	NA	NA	0.1780564	0.6179251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	34.03992	NA	NA	NA	NA	NA
"266"	44.5875	"DIA"	"PIGL"	"Model.10a"	3.268028	2.660757	0.5	1.478989	NA	1	11.01759	0.3682585	NA	0.1251246	0.7293364	0.1097853	0.999551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"267"	44.5875	"DIA"	"PIGL"	"Model.10b"	3.691377	3.656462	4	1.535332	NA	3	1e-12	3	NA	0.2337011	1	0.09640838	0.05854612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"268"	44.5875	"DIA"	"PIGL"	"Model.10c"	15.49318	0.5	0.5000001	1.54516	NA	NA	NA	NA	NA	0.1254479	0.6489875	0.1177493	0.8999541	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	20.78319	NA	NA	NA	NA	NA
"269"	44.5875	"DIA"	"PIGL"	"Model.11a"	1.536032	5.708828	0.5	2.211169	NA	0.6075439	26.435	0.5072588	NA	0.02988838	0.4920673	0.7921268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"270"	44.5875	"DIA"	"PIGL"	"Model.11b"	2.48372	3.530644	0.5	2.170602	NA	0.6205726	21.83892	0.5076111	NA	0.04080051	0.6596208	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"271"	44.5875	"DIA"	"PIGL"	"Model.11c"	15.74937	0.5	0.5	1.518608	NA	NA	NA	NA	NA	0.1367904	0.7114566	0.999888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	34.55709	NA	NA	NA	NA	NA
"272"	44.5875	"DIA"	"PIGL"	"Model.12a"	14.97388	0.5	0.5927023	1.734716	NA	0.7883862	43.57328	-0.01915254	-0.09020366	0.06153799	0.9975531	0.6955839	0.6118606	1	0.8550997	0.03502979	0.05286522	0.3212314	0.0008532941	0.2882803	0.3091911	0.8158736	NA	NA	0.9998643	0.2540979	0.932536	0.7190736	NA
"273"	44.5875	"DIA"	"PIGL"	"Model.12b"	16.49728	0.5	0.5	1.522034	NA	0.8204902	22.25743	0.2363777	0.01027719	-0.003666933	0.9975889	0.8551193	0.64977	0.9630236	0.9880034	0.2138741	0.06864873	0.6133109	-0.2561647	0.3434281	0.1682471	0.9304385	NA	NA	0.6821468	0.1500962	0.9739071	0.4908602	NA
"274"	44.5875	"DIA"	"PIGL"	"Model.12c"	0.5	16.45909	0.5	1.556212	NA	NA	NA	NA	NA	0.1006184	0.9999963	0.8091117	0.8260055	0.9999997	1	0.1601954	0.09443627	0.5053978	-0.1235736	0.3625168	0.3419104	0.9701105	0.001	29.43418	0.9999943	0.1865859	0.9998736	0.7137128	NA
"275"	88.06629	"DIA"	"PIGL"	"Model.13a"	18.32905	0.5	0.5	2.231734	NA	0.282164	294.8346	0.2339631	0.03292463	2.243234e-20	0.9850011	0.5663743	0.6329251	0.9998875	0.9999999	0.06812391	0.06840479	0.4385877	0.0001381411	0.2383676	0.2501417	0.9990081	NA	NA	0.9999188	0.1712938	0.9078126	0.8617917	NA
"276"	46.47849	"DIA"	"PIGL"	"Model.13b"	1.69983	4.877167	0.5	1.820056	NA	0.6672047	43.42557	0.2288071	-0.1096113	-0.01788453	0.9998025	0.7851911	0.5720598	0.9956358	0.9988052	0.2328269	0.05387748	0.4761868	-0.1674672	0.29339	0.1521592	0.7009931	NA	NA	1	0.109048	0.9656706	0.5880022	NA
"277"	44.5875	"DIA"	"PIGL"	"Model.13c"	0.5	16.20513	0.5	1.539229	NA	NA	NA	NA	NA	-0.06412416	0.9750216	0.8883806	0.7549611	0.999973	1	0.2831398	0.09315257	0.6488729	-0.07194226	0.3673547	0.2931902	0.9908169	0.001	29.04647	0.9950545	0.1764093	0.8101322	0.535082	NA
"278"	59.50089	"DIA"	"PIGL"	"Model.14a"	1.835313	4.187579	0.6663747	1.98728	NA	0.4988991	124.3974	0.03577881	0.035674	0.003712074	0.9999447	0.6304127	0.7550393	0.9998037	0.9998954	0.134313	0.08650526	0.4178932	3.602925e-10	0.3081786	0.2855136	0.9992185	NA	NA	0.8737533	0.1121249	0.9945715	0.6177332	NA
"279"	44.66369	"DIA"	"PIGL"	"Model.14b"	0.5	14.80935	0.6077692	1.675732	NA	0.7949515	31.79627	0.02485208	0.06489265	0.0009344751	0.7890918	0.6918558	0.5301418	0.9841782	0.9205387	0.2429849	0.07591233	0.3805807	2.871874e-17	0.3109595	0.06362585	0.9999228	NA	NA	0.9890387	0.2736086	0.6710704	0.4000894	NA
"280"	44.5875	"DIA"	"PIGL"	"Model.14c"	0.5	15.44314	0.5001576	1.501584	NA	NA	NA	NA	NA	0.0001351952	0.9932767	0.7887101	0.6092231	0.999998	1	2.223243e-05	0.09679508	0.5105541	0.0002319355	0.4148906	0.3063204	0.999996	0.001	28.64127	0.8498832	0.4616984	0.9989919	0.7325157	NA
"281"	33.8025	"DIA"	"PIOM"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"282"	33.8025	"DIA"	"PIOM"	"Model.02a"	0.5519543	2.063184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"283"	35.89241	"DIA"	"PIOM"	"Model.03a"	8.386284	0.5000996	3.997806	3.401158	8.74638	0.2050921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"284"	45.7482	"DIA"	"PIOM"	"Model.04a"	0.5	6.098629	3.478865	3.970614	NA	0.1501087	356.5399	-0.3435877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"285"	33.8025	"DIA"	"PIOM"	"Model.05a"	18.34506	0.5	2.58419	1.358746	NA	3	1e-10	3	1.685962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"286"	33.80446	"DIA"	"PIOM"	"Model.06a"	7.268026	0.5	2.575535	3.720115	NA	0.3344685	15.56457	0.2428494	1.593907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"287"	33.81554	"DIA"	"PIOM"	"Model.07a"	11.77702	0.7028799	3.017476	3.306958	NA	1.092279	0.0001660846	2.553316	1.664805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"288"	36.17986	"DIA"	"PIOM"	"Model.08a"	7.361843	0.5032149	1.814225	1.111842	NA	0.003677875	999.987	0.3937322	NA	0.2474395	4.276082e-164	3.00755e-105	1.131501e-143	8.328539e-148	5.259864e-171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"289"	33.8025	"DIA"	"PIOM"	"Model.08b"	0.5	5.839036	0.5	1.793	NA	0.3960943	433.7281	-0.05721419	NA	0.8449524	-0.01442803	0.9980622	0.009670337	0.1754084	0.1073674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"290"	33.80296	"DIA"	"PIOM"	"Model.08c"	0.5015129	6.045737	0.5	0.554158	NA	NA	NA	NA	NA	0.9123037	0.05570589	0.9699616	0.1207265	0.3891769	0.3083466	NA	NA	NA	NA	NA	NA	NA	0.001000011	11.50566	NA	NA	NA	NA	NA
"291"	33.8025	"DIA"	"PIOM"	"Model.09a"	6.738306	0.5	0.5239833	3.979704	NA	0.4136037	265.7215	0.08656951	NA	0.01263623	0.3638435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"292"	33.80309	"DIA"	"PIOM"	"Model.09b"	7.012258	0.5	0.5281592	3.976509	NA	0.3427555	208.031	0.1474552	NA	0.02422438	0.9972504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"293"	33.80509	"DIA"	"PIOM"	"Model.09c"	0.7818138	3.854292	0.5000002	1.907391	NA	NA	NA	NA	NA	0.2337924	0.9999787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	23.80658	NA	NA	NA	NA	NA
"294"	33.8025	"DIA"	"PIOM"	"Model.10a"	5.098096	0.5	0.5000007	1.640945	NA	1	519.0946	-0.3066507	NA	7.702146e-72	0.07680795	0.01287531	0.1674706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"295"	33.8025	"DIA"	"PIOM"	"Model.10b"	4.385357	0.5	0.5000266	2.042994	NA	1.007858	144.0026	-0.727156	NA	-0.2169367	0.441293	0.05746297	0.9945592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"296"	33.89258	"DIA"	"PIOM"	"Model.10c"	0.5	5.774522	0.6686967	1.607175	NA	NA	NA	NA	NA	-0.06620156	0.6072103	0.09809561	0.9999871	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	12.94992	NA	NA	NA	NA	NA
"297"	33.80251	"DIA"	"PIOM"	"Model.11a"	7.809847	0.5	0.5000001	3.574802	NA	0.2415904	586.8269	0.6016438	NA	1.037697e-05	0.002004616	0.0626625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"298"	33.8091	"DIA"	"PIOM"	"Model.11b"	5.94329	0.5	0.5	3.946309	NA	0.2269331	999.897	-0.2955059	NA	0.000162333	0.07144821	0.842993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"299"	33.8025	"DIA"	"PIOM"	"Model.11c"	5.506393	0.6071135	0.5030084	1.768375	NA	NA	NA	NA	NA	0.07077844	0.5138681	0.9832283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00103744	7.687859	NA	NA	NA	NA	NA
"300"	38.92456	"DIA"	"PIOM"	"Model.12a"	0.5	5.151618	0.5002095	2.552339	NA	0.1385626	999.9219	-0.358391	0.3044203	0.6581636	3.2601e-24	0.9375249	0.0006608245	0.0001492967	1.781201e-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"301"	33.8025	"DIA"	"PIOM"	"Model.12b"	0.5	6.650141	0.5	0.9783494	NA	0.4142547	181.0664	0.02680092	0.5451517	0.7847294	-0.09308506	0.9998197	0.05917808	-0.0873877	0.02121943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"302"	34.07108	"DIA"	"PIOM"	"Model.12c"	0.5	6.326552	0.5000725	0.871071	NA	NA	NA	NA	NA	0.3028462	0.05787795	0.9999985	0.08102521	0.1577356	0.2020678	NA	NA	NA	NA	NA	NA	NA	0.001	6.812854	NA	NA	NA	NA	NA
"303"	33.8025	"DIA"	"PIOM"	"Model.13a"	2.426292	0.5728564	3.99994	2.891973	NA	1.918481	1.426887e-06	-1.200171	2.998614	0.9955476	0.9051297	0.9884853	0.1215818	0.7390461	0.6338519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"304"	33.8025	"DIA"	"PIOM"	"Model.13b"	5.250833	0.5000431	1.108205	2.123315	NA	0.1720765	736.006	-0.706184	1.165585	0.9999994	-0.005688173	0.7873649	0.007355278	0.2107088	-0.0130824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"305"	33.9481	"DIA"	"PIOM"	"Model.13c"	0.5	6.077546	0.5	0.6117929	NA	NA	NA	NA	NA	0.6066503	-0.05740103	0.9999516	0.07489095	0.2104894	0.2545335	NA	NA	NA	NA	NA	NA	NA	0.001	7.223746	NA	NA	NA	NA	NA
"306"	33.80251	"DIA"	"PIOM"	"Model.14a"	0.5075722	6.508698	0.5030776	0.6752378	NA	0.07594311	996.143	0.01659951	0.2207275	0.9171112	0	0.001161727	2.332261e-08	9.261126e-114	1.189177e-307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"307"	33.8025	"DIA"	"PIOM"	"Model.14b"	2.158667	1.602085	2.520084	3.692049	NA	0.01655418	997.3481	0.03409598	0.2887294	0.1687754	8.678917e-52	2.498674e-18	1.534479e-33	9.854187e-29	1.757038e-36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"308"	33.80285	"DIA"	"PIOM"	"Model.14c"	0.5	6.166382	0.5000002	0.5191441	NA	NA	NA	NA	NA	0.6087817	0.01242798	0.9905556	0.09149227	0.2211447	0.2836547	NA	NA	NA	NA	NA	NA	NA	0.001	8.809696	NA	NA	NA	NA	NA
"309"	53.9175	"DIA"	"PIRE"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"310"	53.9175	"DIA"	"PIRE"	"Model.02a"	1.897144	6.129398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"311"	53.9175	"DIA"	"PIRE"	"Model.03a"	10.41703	1	3.676336	1.461411	2.187895e-07	1.789681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"312"	53.9175	"DIA"	"PIRE"	"Model.04a"	2.545299	2.816139	4	1.987188	NA	0.5176705	0.4508899	0.7410287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"313"	53.94326	"DIA"	"PIRE"	"Model.05a"	1.604562	4.347738	4	2.24394	NA	0.4738932	0.761848	0.6093587	0.1274007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"314"	53.9175	"DIA"	"PIRE"	"Model.06a"	5.713228	1.237063	3.999927	2.020481	NA	0.5197156	0.5909733	0.5894119	-0.08123141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"315"	53.9175	"DIA"	"PIRE"	"Model.07a"	2.476594	3.70624	0.9410047	3.801318	NA	1.376198	0.0002332279	1.54222	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"316"	86.32102	"DIA"	"PIRE"	"Model.08a"	16.35827	0.5	0.5013039	1.792639	NA	0.6609427	85.79914	0.5350875	NA	9.667781e-08	0.1463883	0.1358896	0.3977436	0.9479247	0.3058586	0.07392298	0.08357063	0.04206833	0.05850856	0.07711492	0.2873123	1.06061e-05	NA	NA	0.06915408	NA	NA	NA	NA
"317"	59.44223	"DIA"	"PIRE"	"Model.08b"	11.1016	0.5	0.6144678	1.645577	NA	0.8493497	69.56652	-0.1812998	NA	0.05931848	0.3427668	0.1929909	0.9970483	0.9989287	0.9047595	0.02001104	0.1382307	0.05104424	0.1015311	0.2447771	0.3648214	-0.208651	NA	NA	0.2248451	NA	NA	NA	NA
"318"	53.9175	"DIA"	"PIRE"	"Model.08c"	0.7901539	7.295722	0.5000686	1.792065	NA	NA	NA	NA	NA	-0.01710415	0.6643979	0.3489508	0.9001706	0.9997336	0.600737	0.06816007	0.1909842	0.02799131	0.1276998	0.3051795	0.7122134	-0.5069322	0.001	19.82758	0.3726516	NA	NA	NA	NA
"319"	53.94107	"DIA"	"PIRE"	"Model.09a"	7.851326	0.9321184	3.999564	1.975332	NA	0.5631768	0.2663034	0.8098536	NA	0.9916165	0.7490973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"320"	53.91751	"DIA"	"PIRE"	"Model.09b"	1.628912	3.389226	3.997598	1.989105	NA	0.524587	2.365958	-0.1890832	NA	0.9999887	0.8122144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"321"	53.9175	"DIA"	"PIRE"	"Model.09c"	14.01621	0.5	3.146695	1.484666	NA	NA	NA	NA	NA	0.04540083	0.03641809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	410.9771	NA	NA	NA	NA	NA
"322"	59.42529	"DIA"	"PIRE"	"Model.10a"	11.66209	0.5072441	0.5018426	2.101495	NA	1	29.30611	0.1237104	NA	3.530884e-08	0.5970039	0.1262322	0.4913956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"323"	53.96859	"DIA"	"PIRE"	"Model.10b"	11.19357	0.5	0.5	2.171082	NA	1	16.77788	0.0761074	NA	-0.2029376	1	0.1889764	0.8432184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"324"	57.09325	"DIA"	"PIRE"	"Model.10c"	2.235221	2.519233	0.5018883	1.999815	NA	NA	NA	NA	NA	-0.1207488	0.9944023	0.2097205	0.9529329	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	24.29472	NA	NA	NA	NA	NA
"325"	53.9175	"DIA"	"PIRE"	"Model.11a"	0.5111707	12.84546	3.999988	2.145584	NA	0.3812019	4.568991	0.4776474	NA	2.094882e-09	0.8090057	0.3632284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"326"	53.9175	"DIA"	"PIRE"	"Model.11b"	6.450419	1.011361	3.999987	2.412985	NA	0.3827709	5.481062	0.2877716	NA	-0.01768107	0.9989441	0.5255885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"327"	53.9184	"DIA"	"PIRE"	"Model.11c"	0.5	12.53465	2.286839	1.549241	NA	NA	NA	NA	NA	0.09311349	0.3707138	0.2627836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	493.7157	NA	NA	NA	NA	NA
"328"	66.76765	"DIA"	"PIRE"	"Model.12a"	12.23832	0.5	1.387028	1.981114	NA	0.4897701	191.8288	0.01208463	-0.03305215	0.01385584	0.02690777	0.06373567	0.2118537	0.8193526	0.2422288	4.811482e-08	0.02661976	0.001741143	0.019305	1.247866e-06	0.1051917	8.120174e-10	NA	NA	1.106718e-16	NA	NA	NA	NA
"329"	57.459	"DIA"	"PIRE"	"Model.12b"	6.341747	0.8340468	0.5	1.605329	NA	0.9470324	49.69597	-0.2111995	0.09038123	0.03038307	0.5519606	0.2147377	0.7829581	0.9999014	0.9066529	0.04759529	0.1794554	0.05660051	0.1215517	-0.009707952	0.4833584	-0.04384814	NA	NA	0.164619	NA	NA	NA	NA
