""	"PotGrowth"	"Variable_Size"	"Species"	"Model"	"sizeX0"	"sizeXb"	"alpha"	"beta"	"C"	"D"	"Cprim"	"gamma"	"theta"	"lambdaVec1"	"lambdaVec2"	"lambdaVec3"	"lambdaVec4"	"lambdaVec5"	"lambdaVec6"	"lambdaVec7"	"lambdaVec8"	"lambdaVec9"	"lambdaVec10"	"lambdaVec11"	"lambdaVec12"	"lambdaVec13"	"compX0"	"compXb"	"lambdaVec14"	"lambdaVec15"	"lambdaVec16"	"lambdaVec17"	"lambdaVec18"
"771"	48.435	"HEI"	"PIAB"	"Model.10b"	9.661928	0.9795785	0.6301387	1.533448	NA	1	4.886915	-0.05581735	NA	0.1147174	0.9261077	0.1052453	0.9848713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"772"	48.435	"HEI"	"PIAB"	"Model.10c"	1.478778	6.421406	0.5018244	1.523019	NA	NA	NA	NA	NA	0.1246152	1	0.1250124	0.9999274	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	78.65421	NA	NA	NA	NA	NA
"773"	48.435	"HEI"	"PIAB"	"Model.11a"	4.260923	2.42369	3.999363	1.935287	NA	0.7022984	0.002022378	0.1357607	NA	0.03305623	0.363278	0.9999974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"774"	48.435	"HEI"	"PIAB"	"Model.11b"	13.09567	1.002128	2.729765	0.6562816	NA	7.075679e-07	224.9921	0.3421807	NA	-0.4029886	-0.1736184	0.8961117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"775"	48.43505	"HEI"	"PIAB"	"Model.11c"	0.5031877	25.65892	1.232218	1.114889	NA	NA	NA	NA	NA	-0.06639482	0.08615934	0.3472715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	499.9828	NA	NA	NA	NA	NA
"776"	48.43501	"HEI"	"PIAB"	"Model.12a"	1.360733	7.330568	0.9399716	1.330298	NA	1.027274	0.5244509	0.3961133	0.08044167	0.9729554	0.3697396	0.7828899	0.9933063	0.1125637	0.02141023	0.3743754	0.02119704	5.46289e-10	0.4166058	0.6798296	NA	NA	NA	NA	NA	NA	NA	NA	NA
"777"	48.43614	"HEI"	"PIAB"	"Model.12b"	22.02487	0.5000027	0.5056949	0.5001228	NA	0.6592457	6.377131	0.4936619	0.3111605	0.9329872	0.4409797	0.9999457	0.9999765	0.07766262	-0.6946786	0.5470707	-0.911359	-0.1125594	0.997346	0.5697983	NA	NA	NA	NA	NA	NA	NA	NA	NA
"778"	48.62139	"HEI"	"PIAB"	"Model.12c"	19.68618	0.5	0.8646283	0.9404948	NA	NA	NA	NA	NA	0.9998109	0.6754856	0.9999912	0.9998753	0.1433824	-0.1848013	0.7745936	-0.4856994	-0.08980476	0.9977144	0.9987175	NA	NA	0.001	370.2016	NA	NA	NA	NA	NA
"779"	55.72507	"HEI"	"PIAB"	"Model.13a"	12.44821	0.7814334	0.8875684	1.384429	NA	0.6684421	11.5504	-0.00949184	0.5984828	1	0.2966142	0.5738698	0.9936365	0.1355071	0.01324715	0.07629125	0.000354426	0.003789504	0.2919707	0.6076413	NA	NA	NA	NA	NA	NA	NA	NA	NA
"780"	48.435	"HEI"	"PIAB"	"Model.13b"	0.5000015	20.66843	0.5039245	0.5	NA	0.5925959	19.71827	-0.08680689	1.113487	0.9870657	0.2245983	0.9999407	1	0.1224294	-0.6816051	0.7078233	-0.6638126	0.04698484	0.8086077	0.6388262	NA	NA	NA	NA	NA	NA	NA	NA	NA
"781"	48.59051	"HEI"	"PIAB"	"Model.13c"	12.92659	0.7694942	1.009713	1.679813	NA	NA	NA	NA	NA	1	0.6581117	0.9566129	1	0.1131385	0.0004623081	0.2414098	-0.5408224	0.09911132	0.3475867	0.8349985	NA	NA	0.001	499.9992	NA	NA	NA	NA	NA
"782"	50.39344	"HEI"	"PIAB"	"Model.14a"	12.5081	0.7866866	0.7918113	1.364517	NA	0.7541197	10.86309	0.05295843	-0.04776526	0.9999957	0.2557704	0.7672203	0.998736	0.06080909	0.0005853565	1.569657e-05	8.418553e-10	0.07396757	0.2182384	0.5912467	NA	NA	NA	NA	NA	NA	NA	NA	NA
"783"	48.435	"HEI"	"PIAB"	"Model.14b"	16.77018	0.5	0.5	2.326101	NA	0.48539	82.37526	-0.1498118	0.1039432	0.9999998	0.7398168	0.6746237	0.9999713	0.05371265	3.104171e-07	0.1169129	0.01178283	0.03341839	0.1236447	0.5244191	NA	NA	NA	NA	NA	NA	NA	NA	NA
"784"	48.435	"HEI"	"PIAB"	"Model.14c"	1.804393	5.392869	0.9732524	1.421375	NA	NA	NA	NA	NA	0.9988124	0.3551604	0.5172035	0.9999998	0.07943554	8.860225e-05	2.455114e-05	4.123629e-09	0.01579881	0.2220112	0.5535528	NA	NA	0.001	313.779	NA	NA	NA	NA	NA
"785"	44.5875	"HEI"	"PIGL"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"786"	44.5875	"HEI"	"PIGL"	"Model.02a"	27.75661	0.5297011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"787"	44.5875	"HEI"	"PIGL"	"Model.03a"	1.481157	8.074817	4	0.9942262	1e-10	1.426328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"788"	44.58752	"HEI"	"PIGL"	"Model.04a"	10.65449	0.8633909	4	0.5005511	NA	0.3355256	0.1780483	0.8619411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"789"	85.11488	"HEI"	"PIGL"	"Model.05a"	9.799375	1.074651	0.5	2.418871	NA	0.3450002	46.59368	0.4789495	0.249881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"790"	54.00158	"HEI"	"PIGL"	"Model.06a"	10.15659	0.8645402	0.5	3.29727	NA	0.5258341	7.348833	0.3704873	1.634107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"791"	44.60062	"HEI"	"PIGL"	"Model.07a"	17.26981	0.5	0.5	3.108782	NA	0.6418459	0.7475071	0.5859415	1.490131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"792"	64.4431	"HEI"	"PIGL"	"Model.08a"	17.72421	0.5	0.5	2.145294	NA	0.3750149	107.1718	0.256833	NA	0.003721681	0.9071245	0.3665854	0.5960106	0.9998014	0.9969941	1.989218e-05	0.06236007	0.4782755	1.256364e-05	0.336592	0.2038136	0.8248119	NA	NA	1	0.2639984	0.994267	0.9999893	NA
"793"	44.58789	"HEI"	"PIGL"	"Model.08b"	16.09432	0.5052991	0.5	1.320373	NA	0.8783666	7.775182	0.1806145	NA	0.0166365	0.9672218	0.7215207	0.4816165	0.9996783	0.9999988	0.1657905	0.08308179	1	-0.2449268	0.4311836	0.328816	0.9999712	NA	NA	1	0.1401242	1	0.9991141	NA
"794"	44.5875	"HEI"	"PIGL"	"Model.08c"	1.320209	6.136926	1.038774	1.377584	NA	NA	NA	NA	NA	0.08828735	0.9854398	0.4704953	0.4079	0.6748198	0.7573801	0.1823343	0.08942429	0.9986989	-0.1739262	0.5726664	0.2549341	0.9994921	0.001	469.1183	0.9999998	0.226624	0.9999985	0.9999113	NA
"795"	49.93376	"HEI"	"PIGL"	"Model.09a"	8.972089	1.013443	1.310226	3.991274	NA	0.2385967	28.6336	0.6238903	NA	0.005750021	0.4958239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"796"	44.66774	"HEI"	"PIGL"	"Model.09b"	21.49899	0.5	2.08344	1.629678	NA	0.1348337	9.172911	1.373707	NA	-0.1098795	0.3482018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"797"	44.5875	"HEI"	"PIGL"	"Model.09c"	0.5	14.45525	0.5	1.276871	NA	NA	NA	NA	NA	0.2946007	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	147.3711	NA	NA	NA	NA	NA
"798"	44.5875	"HEI"	"PIGL"	"Model.10a"	19.56066	0.5	0.5	1.448883	NA	1	2.350095	0.8438864	NA	0.04874916	0.4413615	0.05711468	0.9792721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"799"	44.5876	"HEI"	"PIGL"	"Model.10b"	7.254038	1.298015	0.5000027	1.380419	NA	1	3.603518	0.6078469	NA	0.05780418	0.439171	0.06955235	0.9992253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"800"	44.5875	"HEI"	"PIGL"	"Model.10c"	1.481386	5.211893	0.5	1.289312	NA	NA	NA	NA	NA	0.1144108	0.4680846	0.09961398	0.9999906	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	45.89424	NA	NA	NA	NA	NA
"801"	44.58758	"HEI"	"PIGL"	"Model.11a"	16.87964	0.50835	1.27662	2.075169	NA	0.6086222	2.458748	0.4907447	NA	0.04194987	0.8506148	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"802"	44.5888	"HEI"	"PIGL"	"Model.11b"	17.11721	0.5381622	1.184272	2.157338	NA	0.6885286	0.9890872	0.7439658	NA	0.04806966	0.8785384	0.9999118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"803"	44.5875	"HEI"	"PIGL"	"Model.11c"	2.146543	3.481528	0.7740018	1.553945	NA	NA	NA	NA	NA	0.1574875	0.9069628	0.9999953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	254.0656	NA	NA	NA	NA	NA
"804"	44.59632	"HEI"	"PIGL"	"Model.12a"	13.53836	0.598632	0.6209408	1.62272	NA	0.7582923	10.98026	0.2045837	-0.08533876	8.967212e-05	0.9721425	0.5765735	0.4732393	0.9999999	0.8760572	0.02518416	0.04982037	0.5511574	5.140559e-06	0.4348593	0.289699	0.9979565	NA	NA	0.9986998	0.1785497	0.9935385	0.8832204	NA
"805"	44.62084	"HEI"	"PIGL"	"Model.12b"	16.60437	0.5000004	0.5	1.610324	NA	0.8792862	7.691353	0.1773255	-0.00792789	-0.03769772	0.8547793	0.6746707	0.5459291	0.99999	0.9989426	-0.04668015	0.06799205	0.8447878	-0.05927111	0.5112589	0.4253085	1	NA	NA	0.9258287	0.2075433	0.9994428	0.9658626	NA
"806"	44.5875	"HEI"	"PIGL"	"Model.12c"	0.5	15.34472	0.5	1.502617	NA	NA	NA	NA	NA	0.06998003	0.9835324	0.7298534	0.3495547	1	0.9755576	0.1561684	0.1217366	0.7885855	-0.08509759	0.5365918	0.1755473	0.9811455	0.001	82.49662	0.9999614	0.4942499	1	0.9991816	NA
"807"	44.5875	"HEI"	"PIGL"	"Model.13a"	1.181476	7.028258	0.5023626	1.79901	NA	0.7324692	13.32665	0.2123911	0.1151597	0.00970825	0.7442926	0.5722358	0.3224707	0.9695371	0.9999991	2.485679e-06	0.05732077	0.4782265	7.126697e-27	0.473252	0.3112726	0.9530417	NA	NA	0.9982584	0.3207245	0.9983098	0.9595087	NA
"808"	44.62983	"HEI"	"PIGL"	"Model.13b"	0.7604167	10.48683	0.6188329	1.659791	NA	0.6985932	14.64199	0.09270774	0.1401501	-0.0184977	0.9977173	0.5066366	0.377218	0.9999915	1	0.002884666	0.07079	0.602335	-0.1057468	0.4764715	0.1810542	0.9999992	NA	NA	0.9300637	0.3992245	0.9999993	0.9979775	NA
"809"	44.5875	"HEI"	"PIGL"	"Model.13c"	0.5	15.57699	0.5	1.300909	NA	NA	NA	NA	NA	0.2057032	0.9896705	0.7153554	0.5371272	1	0.9999999	0.1842836	0.1196997	0.8323405	-0.2086238	0.6308083	0.2545072	0.999698	0.001	85.96334	1	0.3906644	0.9999971	0.967305	NA
"810"	44.5875	"HEI"	"PIGL"	"Model.14a"	1.731186	6.496722	2.189281	0.7194131	NA	2.871908	1e-12	1.315975	1.999481	0.09977267	0.4163141	0.141417	0.1508286	0.2328579	0.3052849	0.1026213	0.1576284	0.9998165	0.000151681	0.876528	0.07024221	0.9988516	NA	NA	0.9930598	0.4281911	0.9994116	0.3402849	NA
"811"	60.78016	"HEI"	"PIGL"	"Model.14b"	18.60708	0.5	0.8221302	1.783558	NA	0.5405297	24.36295	0.3305815	0.01389377	0.02988706	0.9958251	0.3912838	0.372145	0.77494	0.6832141	0.01616252	0.08411801	0.4353337	1.62854e-05	0.3429309	0.2879394	0.9999451	NA	NA	0.9979299	0.1397266	0.9042146	0.9842398	NA
"812"	44.66327	"HEI"	"PIGL"	"Model.14c"	0.5937064	13.2824	0.5	1.428285	NA	NA	NA	NA	NA	3.874432e-05	0.9999989	0.5394811	0.3782269	0.7933884	0.8321921	0.150146	0.1069234	0.5541061	1.197695e-19	0.4119273	0.1952049	0.9700746	0.001	69.60675	0.9812434	0.3426939	0.7717331	0.7619869	NA
"813"	33.8025	"HEI"	"PIOM"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"814"	33.8025	"HEI"	"PIOM"	"Model.02a"	26.67747	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"815"	33.8025	"HEI"	"PIOM"	"Model.03a"	2.444005	0.7504781	3.292969	0.9198814	1.097696e-06	1.193918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"816"	58.25237	"HEI"	"PIOM"	"Model.04a"	0.5	6.640193	3.99872	2.349677	NA	0.2298909	31.90137	-0.1545127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"817"	58.32984	"HEI"	"PIOM"	"Model.05a"	7.341054	0.5021725	1.542926	3.171905	NA	0.3364507	43.0085	0.04489193	0.346104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"818"	33.80262	"HEI"	"PIOM"	"Model.06a"	0.5	6.125764	2.225021	3.999947	NA	0.4307973	3.140349	-0.04986734	1.13647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"819"	33.81252	"HEI"	"PIOM"	"Model.07a"	6.255272	0.5	3.347402	3.987993	NA	0.3677135	1.424916	-0.0483311	0.6966977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"820"	33.8025	"HEI"	"PIOM"	"Model.08a"	8.697566	0.5	2.385222	0.5144886	NA	0.5225826	3.140204	0.4854378	NA	0.7517613	3.004465e-10	0.7732238	0.04490825	0.1223753	0.1175349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"821"	33.8025	"HEI"	"PIOM"	"Model.08b"	7.165035	0.5	3.836483	1.119757	NA	0.3415167	5.725333	0.07011691	NA	0.4775411	-0.002561666	0.5402715	0.02858851	0.170457	0.1068388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"822"	33.8025	"HEI"	"PIOM"	"Model.08c"	0.5	6.575987	1.301521	0.5042084	NA	NA	NA	NA	NA	0.1810892	0.02176634	0.9999985	0.1539609	0.3872027	0.333402	NA	NA	NA	NA	NA	NA	NA	0.001	395.6825	NA	NA	NA	NA	NA
"823"	34.04908	"HEI"	"PIOM"	"Model.09a"	12.75632	0.7167127	2.443229	3.638059	NA	0.9678877	0.000137494	2.665826	NA	0.3130489	0.8540603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"824"	33.8025	"HEI"	"PIOM"	"Model.09b"	6.671995	0.5000002	0.5	3.859691	NA	0.3317195	235.637	0.08894749	NA	0.009984421	0.4406888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"825"	33.80278	"HEI"	"PIOM"	"Model.09c"	0.5	6.183184	0.7793081	1.650512	NA	NA	NA	NA	NA	0.3278445	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001524549	163.8352	NA	NA	NA	NA	NA
"826"	33.8025	"HEI"	"PIOM"	"Model.10a"	5.393031	0.5	0.5006784	1.999401	NA	1	58.98807	-0.4166722	NA	5.545331e-07	0.2494923	0.06646605	0.9825267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"827"	33.80264	"HEI"	"PIOM"	"Model.10b"	4.124162	0.5	0.5	2.016894	NA	1.006779	59.28295	-0.7658258	NA	-0.2887982	0.4138904	0.06715709	0.9998517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"828"	33.8025	"HEI"	"PIOM"	"Model.10c"	0.5000001	6.15721	0.500102	1.773264	NA	NA	NA	NA	NA	-0.1029659	0.2567373	0.07444629	0.9975341	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	14.47578	NA	NA	NA	NA	NA
"829"	33.8025	"HEI"	"PIOM"	"Model.11a"	6.777703	0.5	1.593697	2.806376	NA	0.3241179	121.5283	-0.1602552	NA	0.004942342	0.3859979	0.9914683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"830"	41.43499	"HEI"	"PIOM"	"Model.11b"	6.208818	0.5	1.067437	3.991587	NA	0.167975	717.7023	-0.1858958	NA	0.0001686218	0.08094297	0.7590112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"831"	33.80384	"HEI"	"PIOM"	"Model.11c"	0.5	6.316032	0.7944957	1.167852	NA	NA	NA	NA	NA	0.1273875	0.5604337	0.9964994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	73.52285	NA	NA	NA	NA	NA
"832"	67.52939	"HEI"	"PIOM"	"Model.12a"	0.5	7.45158	1.19608	2.824779	NA	0.07343777	863.7233	0.1413757	0.138724	0.9870609	2.519253e-73	0.6906916	0.0005467919	2.019127e-06	0.0001019237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"833"	33.8025	"HEI"	"PIOM"	"Model.12b"	0.5002317	5.851546	3.250622	0.8705872	NA	0.3618839	4.790767	-0.06187729	0.4406405	0.9062978	-0.01148002	0.7230696	0.1883689	0.09022109	0.1071226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"834"	33.80253	"HEI"	"PIOM"	"Model.12c"	6.865033	0.5	1.255148	0.5000003	NA	NA	NA	NA	NA	0.1408576	-0.001499213	0.8936516	0.1404164	0.2685498	0.3203811	NA	NA	NA	NA	NA	NA	NA	0.001000404	304.1946	NA	NA	NA	NA	NA
"835"	33.8677	"HEI"	"PIOM"	"Model.13a"	7.063639	0.5	2.060856	0.5500612	NA	0.6623575	1.516053	0.01333282	0.3041172	0.3649783	0.0007372972	0.9999978	0.2202905	0.3835024	0.3945848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"836"	33.82439	"HEI"	"PIOM"	"Model.13b"	4.862752	0.5	3.427607	2.249628	NA	0.3196206	25.15473	-0.6712507	0.1784993	0.594644	-0.05832769	0.9993402	0.0184544	0.8291027	0.1921105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"837"	33.8025	"HEI"	"PIOM"	"Model.13c"	6.356189	0.5	1.311135	0.5110613	NA	NA	NA	NA	NA	0.6900505	0.01728432	0.9081343	0.199895	0.5072751	0.3947718	NA	NA	NA	NA	NA	NA	NA	0.001	496.1109	NA	NA	NA	NA	NA
"838"	33.92134	"HEI"	"PIOM"	"Model.14a"	0.5	6.049015	2.905007	0.6712885	NA	0.01615719	767.0841	0.07839455	0.3718212	0.980494	4.102269e-131	2.419828e-20	7.490023e-33	8.251907e-107	1.052192e-122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"839"	33.8025	"HEI"	"PIOM"	"Model.14b"	6.123939	0.5	3.939665	0.6349475	NA	0.01731271	999.9948	-0.03606216	0.3213711	0.00220446	0	2.970653e-23	8.856071e-36	2.163254e-31	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"840"	33.8025	"HEI"	"PIOM"	"Model.14c"	6.223411	0.5	1.326963	0.5000002	NA	NA	NA	NA	NA	0.4018781	0.007965027	0.9999411	0.1828872	0.3843831	0.4004588	NA	NA	NA	NA	NA	NA	NA	0.001001657	499.0734	NA	NA	NA	NA	NA
"841"	53.9175	"HEI"	"PIRE"	"Model.01a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"842"	53.9175	"HEI"	"PIRE"	"Model.02a"	23.25655	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"843"	107.7894	"HEI"	"PIRE"	"Model.03a"	0.5	10.89959	0.5	3.999837	57.47036	0.1032163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"844"	66.33904	"HEI"	"PIRE"	"Model.04a"	14.2903	0.5010563	0.5	3.999811	NA	0.2243699	56.40121	0.5464282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"845"	53.9175	"HEI"	"PIRE"	"Model.05a"	3.377326	3.209701	0.6375949	4	NA	2.999998	1e-10	3	2.028221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"846"	57.79226	"HEI"	"PIRE"	"Model.06a"	0.504225	10.00909	0.5000013	3.992671	NA	0.2096161	153.8757	-0.1872001	0.2571087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"847"	53.9175	"HEI"	"PIRE"	"Model.07a"	18.19757	0.5191588	0.5003115	3.999919	NA	1.180081	0.0001039246	2.513603	2.954698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"848"	58.71799	"HEI"	"PIRE"	"Model.08a"	10.84841	0.5606039	0.9711822	1.644253	NA	0.8788912	4.373592	0.1443613	NA	0.09381419	0.2273279	0.1210906	0.3774051	0.9816635	0.4176819	1.348891e-07	0.2191438	4.251091e-33	0.1657289	0.5164566	0.8070809	4.08962e-07	NA	NA	0.2573733	NA	NA	NA	NA
"849"	55.76688	"HEI"	"PIRE"	"Model.08b"	10.28359	0.6435997	1.152972	1.534231	NA	1.107817	0.2033088	0.5438541	NA	0.08377103	0.2461995	0.2766554	0.5781009	1	0.8114879	0.00394303	0.3363135	0.03870789	0.274393	0.5990819	0.999293	0.1037361	NA	NA	0.2138012	NA	NA	NA	NA
"850"	63.14174	"HEI"	"PIRE"	"Model.08c"	11.69185	0.5	1.127274	1.515623	NA	NA	NA	NA	NA	0.1570277	0.2708224	0.2447028	0.529628	1	0.5046645	0.04850867	0.3370679	0.05497702	0.2524782	0.6829478	0.7978654	-0.05487251	0.05190195	346.24	0.2329227	NA	NA	NA	NA
"851"	54.60867	"HEI"	"PIRE"	"Model.09a"	3.218162	2.35636	0.5005555	3.890575	NA	0.4142379	3.760546	1.281988	NA	0.6737843	0.7228645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"852"	78.21087	"HEI"	"PIRE"	"Model.09b"	17.4193	0.503789	0.5056222	3.946854	NA	0.1376566	64.44202	0.8791113	NA	0.7337501	0.9176647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"853"	53.9175	"HEI"	"PIRE"	"Model.09c"	2.685353	2.147528	0.5	4	NA	NA	NA	NA	NA	0.9648219	0.844368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	499.9995	NA	NA	NA	NA	NA
"854"	54.09363	"HEI"	"PIRE"	"Model.10a"	0.5	14.52198	0.5	2.059574	NA	1.000133	2.95466	0.9925431	NA	3.778091e-09	0.3672697	0.08049366	0.7949607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"855"	53.9175	"HEI"	"PIRE"	"Model.10b"	14.07228	0.5180325	0.5	2.119167	NA	1	3.671724	0.7574016	NA	-0.1821451	0.4156481	0.09711141	0.99681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"856"	53.93784	"HEI"	"PIRE"	"Model.10c"	11.77903	0.5	0.5000579	1.901705	NA	NA	NA	NA	NA	-0.1634193	0.4875949	0.1237395	0.9917688	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	38.90103	NA	NA	NA	NA	NA
"857"	53.9175	"HEI"	"PIRE"	"Model.11a"	4.504021	1.329463	2.883051	1.662255	NA	0.9397927	0.005237495	0.02330399	NA	1.168295e-11	0.2502834	0.6278761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"858"	53.9175	"HEI"	"PIRE"	"Model.11b"	3.944755	1.496639	2.954313	1.89388	NA	0.9632636	0.002132068	-0.006530481	NA	0.01067849	0.3780845	0.9703317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"859"	57.94684	"HEI"	"PIRE"	"Model.11c"	1.973688	2.804285	2.017417	1.546869	NA	NA	NA	NA	NA	0.002037778	0.0209942	0.0342442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.31475	500	NA	NA	NA	NA	NA
"860"	65.99028	"HEI"	"PIRE"	"Model.12a"	12.658	0.5	1.767218	1.960029	NA	0.5976049	4.005533	0.1625983	0.03843244	0.02356566	0.1102111	0.06079568	0.2978349	0.9999997	0.9087665	0.02950259	0.2936094	0.00858816	0.1352851	0.6094502	0.9230688	0.009358261	NA	NA	0.02872306	NA	NA	NA	NA
"861"	53.9175	"HEI"	"PIRE"	"Model.12b"	10.79016	0.5	0.7215704	1.358656	NA	1.277975	1.062839	-0.08900904	0.1465736	0.00593596	0.7113729	0.1666676	0.4787945	0.9998922	0.8970956	0.1034892	0.3538473	0.05066527	0.2534166	0.2380833	0.9999742	-0.3462195	NA	NA	0.1598207	NA	NA	NA	NA
